year,month,current_temp_mean,current_precip_total,days,snowfall_total,sunshine_total,climatology_temp_mean,climatology_temp_std,climatology_precip_mean,climatology_precip_std,temp_anomaly,precip_anomaly,temp_zscore,precip_zscore
2026,1,-10.851806451612903,40.018,31,0.0,0.0,-4.352294930875576,3.3728858040359992,58.94125714285714,20.228727150708593,-6.499511520737327,-18.92325714285714,-1.926988311599522,-0.9354645500863497
2026,2,-9.984714285714286,32.478,28,0.0,0.0,-3.7706406052076002,3.630957688041496,48.04902857142857,17.40125760412282,-6.2140736805066865,-15.57102857142857,-1.7114145122022886,-0.8948220252620926
2026,3,-104.13264285714286,-2990.956,28,0.08399999999999999,42362.114,-0.09375306122448979,2.476977035460066,41.454457142857144,18.403340138558058,-104.03888979591837,-3032.4104571428575,-42.00236348844248,-164.7750046628467
